project_id,bug_id,sloc,sloc_total
Lang,6500189,390,16623
Lang,6500190,390,16623
Lang,6500191,390,16623
Lang,6500192,389,16622
Lang,6500193,390,16623
Lang,6500194,389,16622
Lang,6500195,389,16622
Lang,6500294,390,16623
Lang,6500295,390,16623
Lang,6500296,390,16623
Lang,6500297,390,16623
Math,1,3966,84317
Math,2,9606,83799
Math,3,962,82747
Math,4,5420,82488
Math,5,526,81192
Math,6,22547,80941
Math,7,11343,80661
Math,8,2028,79951
Math,9,3492,79676
Math,10,3560,78085
Math,11,18752,77745
Math,12,10334,77743
Math,13,13655,77734
Math,14,11986,77731
Math,15,10428,70317
Math,16,10409,70295
Math,17,1844,68952
Math,18,18833,68684
Math,19,4708,68532
Math,20,18710,68531
Math,21,9287,67850
Math,22,10137,67816
Math,23,3953,67725
Math,24,3933,67559
Math,25,806,66355
Math,26,3623,64715
Math,27,3118,64715
Math,28,10336,64711
Math,29,5688,63611
Math,30,10597,63604
Math,31,11386,63423
Math,32,6766,63399
Math,33,9991,62768
Math,34,498,62729
Math,35,800,62696
Math,36,1033,62954
Math,37,8790,63219
Math,38,8735,62802
Math,39,10250,62791
Math,40,3340,63088
Math,41,2953,63106
Math,42,9954,63104
Math,43,9877,62837
Math,44,11243,62418
Math,45,2754,61766
Math,46,4124,54098
Math,47,4122,54096
Math,48,4881,54132
Math,49,5082,54340
Math,50,4852,54352
Math,51,4364,54296
Math,52,4540,52112
Math,53,1601,50306
Math,54,4073,45424
Math,55,2922,45063
Math,56,3861,45071
Math,57,4001,45112
Math,58,4241,44864
Math,59,4143,44061
Math,60,3256,43606
Math,61,3691,46842
Math,62,3635,46941
Math,63,2695,43924
Math,64,1307,42149
Math,65,7060,42040
Math,66,3340,41724
Math,67,1263,41312
Math,68,1167,40748
Math,69,6607,40752
Math,70,440,40758
Math,71,2284,39983
Math,72,477,38818
Math,73,701,38814
Math,74,9171,39597
Math,75,240,39464
Math,76,9366,39458
Math,77,8774,39407
Math,78,934,38954
Math,79,930,38886
Math,80,8142,38845
Math,81,8141,38844
Math,82,4228,38254
Math,83,4227,38253
Math,84,531,38235
Math,85,1048,37903
Math,86,3167,36135
Math,87,4211,36137
Math,88,4212,36116
Math,89,188,30903
Math,90,185,30900
Math,91,884,29987
Math,92,452,25424
Math,93,444,25286
Math,94,439,25034
Math,95,1003,19934
Math,96,251,19511
Math,97,429,16825
Math,98,1511,16725
Math,99,662,27144
Math,100,1158,16489
Math,101,240,16482
Math,102,2140,15793
Math,103,522,15381
Math,104,334,15297
Math,105,129,9929
Math,106,333,9471
Math,100167,3972,84323
Math,100168,3972,84323
Math,100169,3972,84323
Math,100170,3972,84323
Math,100171,3972,84323
Math,100172,3971,84322
Math,100422,3972,84323
Math,100423,3972,84323
Math,100424,3972,84323
Math,100425,3972,84323
Math,100426,3972,84323
Math,100427,3972,84323
Math,100428,3972,84323
Math,100429,3971,84322
Math,200125,9606,83799
Math,200126,9606,83799
Math,200127,9606,83799
Math,200128,9606,83799
Math,200129,9606,83799
Math,200130,9606,83799
Math,200131,9606,83799
Math,200132,9606,83799
Math,300277,965,82750
Math,300278,965,82750
Math,300279,965,82750
Math,300280,965,82750
Math,300281,965,82750
Math,300282,965,82750
Math,300283,965,82750
Math,300284,965,82750
Math,300285,965,82750
Math,300286,965,82750
Math,300287,965,82750
Math,300288,965,82750
Math,400010,5426,82494
Math,400036,5426,82494
Math,500221,526,81192
Math,600002,22544,80938
Math,600043,22544,80938
Math,600044,22543,80937
Math,600049,22544,80938
Math,600050,22544,80938
Math,600107,22544,80938
Math,600108,22544,80938
Math,600109,22544,80938
Math,600110,22544,80938
Math,600111,22544,80938
Math,600112,22544,80938
Math,600113,22544,80938
Math,600114,22544,80938
Math,600115,22544,80938
Math,600116,22544,80938
Math,600117,22543,80937
Math,600118,22543,80937
Math,600119,22543,80937
Math,600207,22543,80937
Math,601074,22543,80937
Math,601212,22544,80938
Math,601213,22544,80938
Math,601214,22544,80938
Math,601231,22543,80937
Math,601252,22544,80938
Math,601253,22543,80937
Math,601302,22543,80937
Math,601348,22543,80937
Math,700070,11341,80659
Math,700071,11342,80660
Math,700072,11342,80660
Math,700073,11342,80660
Math,700074,11341,80659
Math,700083,11342,80660
Math,700084,11342,80660
Math,700085,11342,80660
Math,700086,11342,80660
Math,700087,11342,80660
Math,700088,11341,80659
Math,700096,11342,80660
Math,800046,2028,79951
Math,900022,3493,79677
Math,900023,3492,79676
Math,1001830,3560,78085
Math,1100036,18752,77745
Math,1100037,18752,77745
Math,1100038,18752,77745
Math,1100039,18752,77745
Math,1100040,18752,77745
Math,1100041,18752,77745
Math,1100042,18752,77745
Math,1100043,18752,77745
Math,1100044,18752,77745
Math,1100045,18752,77745
Math,1100046,18752,77745
Math,1100047,18752,77745
Math,1100048,18752,77745
Math,1100049,18752,77745
Math,1100050,18752,77745
Math,1100051,18752,77745
Math,1100052,18751,77744
Math,1100053,18751,77744
Math,1100054,18751,77744
Math,1100055,18751,77744
Math,1100056,18750,77743
Math,1100057,18750,77743
Math,1100058,18750,77743
Math,1100059,18750,77743
Math,1300074,13664,77743
Math,1300075,13664,77743
Math,1300076,13664,77743
Math,1300077,13664,77743
Math,1300078,13664,77743
Math,1300079,13663,77742
Math,1300080,13664,77743
Math,1400001,11992,77737
Math,1400043,11992,77737
Math,1400044,11992,77737
Math,1400045,11992,77737
Math,1400046,11992,77737
Math,1400047,11992,77737
Math,1400048,11991,77736
Math,1400049,11992,77737
Math,1503755,10429,70318
Math,1503756,10429,70318
Math,1503757,10429,70318
Math,1503758,10429,70318
Math,1503759,10429,70318
Math,1503760,10429,70318
Math,1503761,10429,70318
Math,1503762,10429,70318
Math,1600399,10428,70314
Math,1600400,10428,70314
Math,1600401,10428,70314
Math,1600402,10428,70314
Math,1600403,10428,70314
Math,1600404,10428,70314
Math,1600405,10428,70314
Math,1600406,10428,70314
Math,1600407,10428,70314
Math,1600408,10428,70314
Math,1600409,10428,70314
Math,1600410,10428,70314
Math,1600411,10428,70314
Math,1600412,10428,70314
Math,1600413,10428,70314
Math,1600414,10428,70314
Math,1600415,10428,70314
Math,1600422,10428,70314
Math,1600423,10428,70314
Math,1600424,10428,70314
Math,1600425,10428,70314
Math,1600426,10428,70314
Math,1600427,10428,70314
Math,1600428,10428,70314
Math,1600429,10428,70314
Math,1600430,10428,70314
Math,1600431,10428,70314
Math,1600432,10428,70314
Math,1600433,10428,70314
Math,1600434,10428,70314
Math,1600435,10428,70314
Math,1600436,10428,70314
Math,1600437,10428,70314
Math,1600438,10428,70314
Math,1600439,10428,70314
Math,1600440,10428,70314
Math,1600441,10428,70314
Math,1600442,10428,70314
Math,1600443,10428,70314
Math,1600611,10428,70314
Math,1600612,10428,70314
Math,1600613,10428,70314
Math,1600614,10428,70314
Math,1600615,10428,70314
Math,1600616,10428,70314
Math,1600617,10428,70314
Math,1600618,10428,70314
Math,1600619,10428,70314
Math,1600620,10428,70314
Math,1600621,10428,70314
Math,1600622,10428,70314
Math,1600623,10428,70314
Math,1600624,10428,70314
Math,1600625,10428,70314
Math,1600626,10428,70314
Math,1600627,10428,70314
Math,1600634,10428,70314
Math,1600635,10428,70314
Math,1600636,10428,70314
Math,1600637,10428,70314
Math,1600638,10428,70314
Math,1600639,10428,70314
Math,1600640,10428,70314
Math,1600641,10428,70314
Math,1600642,10428,70314
Math,1600643,10428,70314
Math,1600644,10428,70314
Math,1600645,10428,70314
Math,1600646,10428,70314
Math,1600647,10428,70314
Math,1600648,10428,70314
Math,1600649,10428,70314
Math,1600650,10428,70314
Math,1600651,10428,70314
Math,1600652,10428,70314
Math,1600653,10428,70314
Math,1600654,10428,70314
Math,1600655,10428,70314
Math,1600656,10428,70314
Math,1701597,1848,68956
Math,1701598,1848,68956
Math,1701599,1848,68956
Math,1701600,1848,68956
Math,1701601,1848,68956
Math,1701602,1848,68956
Math,1800936,18835,68686
Math,1800937,18835,68686
Math,1800938,18835,68686
Math,1800939,18835,68686
Math,1800940,18834,68685
Math,1800959,18835,68686
Math,1800960,18835,68686
Math,1800961,18835,68686
Math,1800962,18835,68686
Math,1800963,18834,68685
Math,1900169,4720,68544
Math,1900170,4720,68544
Math,1900171,4720,68544
Math,1900172,4720,68544
Math,1900173,4720,68544
Math,1900174,4720,68544
Math,1900175,4720,68544
Math,1900176,4720,68544
Math,1900177,4720,68544
Math,1900178,4720,68544
Math,1900179,4720,68544
Math,1900180,4720,68544
Math,1900181,4720,68544
Math,1900182,4720,68544
Math,2000763,18711,68532
Math,2100004,9290,67853
Math,2100011,9290,67853
Math,2100017,9290,67853
Math,2100018,9290,67853
Math,2100019,9290,67853
Math,2100020,9289,67852
Math,2100021,9290,67853
Math,2100022,9290,67853
Math,2100023,9289,67852
Math,2100024,9289,67852
Math,2100025,9290,67853
Math,2100026,9289,67852
Math,2100027,9289,67852
Math,2100044,9290,67853
Math,2100045,9290,67853
Math,2100046,9290,67853
Math,2100047,9290,67853
Math,2100048,9290,67853
Math,2100049,9290,67853
Math,2100060,9290,67853
Math,2100061,9290,67853
Math,2100062,9290,67853
Math,2100063,9290,67853
Math,2100064,9290,67853
Math,2100065,9290,67853
Math,2100066,9290,67853
Math,2100067,9290,67853
Math,2100068,9289,67852
Math,2200196,10137,67816
Math,2200269,10137,67816
Math,2300287,3955,67727
Math,2300291,3960,67732
Math,2300328,3956,67728
Math,2400288,3933,67559
Math,2400326,3933,67559
Math,2500206,809,66358
Math,2500207,809,66358
Math,2500208,809,66358
Math,2500209,809,66358
Math,2600031,3623,64715
Math,2600032,3623,64715
Math,2600080,3623,64715
Math,2600081,3623,64715
Math,2600082,3623,64715
Math,2600083,3623,64715
Math,2600084,3623,64715
Math,2600085,3623,64715
Math,2700307,3118,64715
Math,2700308,3118,64715
Math,2700309,3118,64715
Math,2700310,3118,64715
Math,2700311,3118,64715
Math,2700312,3118,64715
Math,2800057,10340,64715
Math,2800058,10340,64715
Math,2800059,10340,64715
Math,2800060,10340,64715
Math,2800061,10340,64715
Math,2900095,5699,63622
Math,2900096,5699,63622
Math,2900097,5699,63622
Math,2900098,5699,63622
Math,2900099,5699,63622
Math,2900100,5699,63622
Math,2900101,5699,63622
Math,2900102,5699,63622
Math,2900103,5698,63621
Math,2900114,5699,63622
Math,2900115,5699,63622
Math,2900116,5699,63622
Math,2900117,5699,63622
Math,2900118,5699,63622
Math,2900119,5699,63622
Math,2900120,5699,63622
Math,2900121,5699,63622
Math,2900122,5699,63622
Math,2900123,5699,63622
Math,2900124,5699,63622
Math,2900125,5699,63622
Math,2900126,5698,63621
Math,3000063,10597,63604
Math,3000064,10597,63604
Math,3000065,10597,63604
Math,3000066,10597,63604
Math,3100011,11366,63403
Math,3100015,11366,63403
Math,3100016,11366,63403
Math,3100017,11366,63403
Math,3100018,11366,63403
Math,3100019,11366,63403
Math,3100020,11366,63403
Math,3100021,11366,63403
Math,3100022,11366,63403
Math,3100023,11366,63403
Math,3100024,11366,63403
Math,3100025,11366,63403
Math,3100026,11366,63403
Math,3100027,11366,63403
Math,3100028,11366,63403
Math,3100029,11366,63403
Math,3100030,11366,63403
Math,3100031,11366,63403
Math,3100032,11366,63403
Math,3100033,11366,63403
Math,3100034,11366,63403
Math,3100035,11366,63403
Math,3100036,11366,63403
Math,3100037,11366,63403
Math,3100038,11366,63403
Math,3100039,11366,63403
Math,3100040,11366,63403
Math,3100041,11366,63403
Math,3100042,11366,63403
Math,3100043,11365,63402
Math,3100044,11366,63403
Math,3100045,11366,63403
Math,3100046,11366,63403
Math,3100047,11366,63403
Math,3100048,11366,63403
Math,3100049,11366,63403
Math,3100050,11366,63403
Math,3100051,11366,63403
Math,3100052,11365,63402
Math,3100064,11365,63402
Math,3100065,11365,63402
Math,3100066,11365,63402
Math,3200007,6766,63399
Math,3200008,6766,63399
Math,3300234,9991,62768
Math,3300235,9991,62768
Math,3300236,9991,62768
Math,3300237,9991,62768
Math,3300238,9991,62768
Math,3300239,9991,62768
Math,3300240,9991,62768
Math,3400035,498,62729
Math,3500001,799,62695
Math,3500002,799,62695
Math,3600237,1045,62966
Math,3600238,1044,62965
Math,3600239,1044,62965
Math,3600240,1044,62965
Math,3600241,1044,62965
Math,3600242,1044,62965
Math,3600243,1044,62965
Math,3600244,1044,62965
Math,3600245,1043,62964
Math,3600261,1045,62966
Math,3600262,1044,62965
Math,3600263,1044,62965
Math,3600264,1044,62965
Math,3600265,1044,62965
Math,3600266,1044,62965
Math,3600267,1044,62965
Math,3600268,1044,62965
Math,3600269,1044,62965
Math,3600270,1043,62964
Math,3700491,8802,63231
Math,3700492,8802,63231
Math,3700494,8802,63231
Math,3700495,8802,63231
Math,3700496,8802,63231
Math,3700497,8802,63231
Math,3700498,8802,63231
Math,3700499,8802,63231
Math,3700500,8802,63231
Math,3700501,8802,63231
Math,3700502,8802,63231
Math,3700503,8802,63231
Math,3700504,8802,63231
Math,3700505,8802,63231
Math,3700506,8802,63231
Math,3700507,8802,63231
Math,3700508,8802,63231
Math,3700509,8802,63231
Math,3700510,8802,63231
Math,3700535,8802,63231
Math,3700536,8802,63231
Math,3700538,8802,63231
Math,3700539,8802,63231
Math,3700540,8802,63231
Math,3700541,8802,63231
Math,3700542,8802,63231
Math,3700543,8802,63231
Math,3700544,8802,63231
Math,3700545,8802,63231
Math,3700546,8802,63231
Math,3700547,8802,63231
Math,3700548,8802,63231
Math,3700549,8802,63231
Math,3700550,8802,63231
Math,3700551,8802,63231
Math,3700552,8802,63231
Math,3700553,8802,63231
Math,3700554,8802,63231
Math,3801268,8733,62800
Math,3801269,8733,62800
Math,3801270,8733,62800
Math,3801271,8733,62800
Math,3801272,8733,62800
Math,3801273,8733,62800
Math,3801274,8733,62800
Math,3801275,8733,62800
Math,3801276,8733,62800
Math,3801277,8733,62800
Math,3801278,8733,62800
Math,3801279,8733,62800
Math,3900114,10259,62800
Math,3900115,10259,62800
Math,3900116,10259,62800
Math,3900117,10259,62800
Math,3900118,10259,62800
Math,3900119,10259,62800
Math,3900120,10259,62800
Math,3900121,10259,62800
Math,3900122,10259,62800
Math,3900123,10259,62800
Math,3900124,10259,62800
Math,3900125,10259,62800
Math,3900126,10258,62799
Math,3900127,10259,62800
Math,3900128,10259,62800
Math,3900129,10259,62800
Math,3900130,10259,62800
Math,3900131,10259,62800
Math,3900132,10259,62800
Math,3900133,10259,62800
Math,3900134,10259,62800
Math,4000172,3346,63094
Math,4000173,3346,63094
Math,4000174,3346,63094
Math,4000175,3346,63094
Math,4000176,3346,63094
Math,4000177,3346,63094
Math,4000178,3346,63094
Math,4000179,3346,63094
Math,4000180,3346,63094
Math,4000181,3346,63094
Math,4000182,3346,63094
Math,4000183,3346,63094
Math,4000184,3346,63094
Math,4000185,3346,63094
Math,4000186,3346,63094
Math,4000187,3346,63094
Math,4000188,3346,63094
Math,4000189,3346,63094
Math,4000190,3346,63094
Math,4000191,3346,63094
Math,4000192,3346,63094
Math,4000193,3346,63094
Math,4000194,3346,63094
Math,4000195,3346,63094
Math,4000196,3346,63094
Math,4000197,3346,63094
Math,4000198,3346,63094
Math,4000199,3346,63094
Math,4000200,3346,63094
Math,4000201,3346,63094
Math,4000202,3346,63094
Math,4000203,3346,63094
Math,4000204,3346,63094
Math,4000205,3346,63094
Math,4000206,3346,63094
Math,4000207,3346,63094
Math,4000208,3346,63094
Math,4000209,3346,63094
Math,4000212,3346,63094
Math,4000213,3346,63094
Math,4000214,3346,63094
Math,4000215,3346,63094
Math,4000216,3346,63094
Math,4000217,3346,63094
Math,4000218,3346,63094
Math,4000219,3346,63094
Math,4000220,3346,63094
Math,4000221,3346,63094
Math,4000222,3346,63094
Math,4000223,3346,63094
Math,4000224,3346,63094
Math,4000225,3346,63094
Math,4000226,3346,63094
Math,4000227,3346,63094
Math,4000228,3346,63094
Math,4000229,3346,63094
Math,4000230,3346,63094
Math,4000231,3346,63094
Math,4000232,3346,63094
Math,4000233,3346,63094
Math,4000234,3346,63094
Math,4000235,3346,63094
Math,4000236,3346,63094
Math,4000237,3346,63094
Math,4000238,3346,63094
Math,4000239,3346,63094
Math,4000240,3346,63094
Math,4000241,3346,63094
Math,4000242,3346,63094
Math,4000243,3346,63094
Math,4000244,3346,63094
Math,4100154,2953,63106
Math,4100155,2953,63106
Math,4100156,2953,63106
Math,4100157,2953,63106
Math,4100158,2953,63106
Math,4100159,2953,63106
Math,4200331,9956,63106
Math,4200332,9956,63106
Math,4200333,9956,63106
Math,4200334,9956,63106
Math,4200335,9956,63106
Math,4200336,9956,63106
Math,4200337,9956,63106
Math,4200338,9956,63106
Math,4200339,9956,63106
Math,4200340,9956,63106
Math,4200341,9956,63106
Math,4200342,9956,63106
Math,4300030,9877,62837
Math,4400087,11247,62422
Math,4500001,2759,61771
Math,4500002,2759,61771
Math,4500003,2759,61771
Math,4500004,2759,61771
Math,4500005,2759,61771
Math,4500006,2759,61771
Math,4500007,2759,61771
Math,4600107,4124,54098
Math,4600195,4124,54098
Math,4700028,4124,54098
Math,4700029,4124,54098
Math,4700030,4124,54098
Math,4700031,4124,54098
Math,4700032,4124,54098
Math,4700033,4124,54098
Math,4700034,4124,54098
Math,4700035,4124,54098
Math,4700036,4124,54098
Math,4700037,4124,54098
Math,4700038,4124,54098
Math,4700039,4124,54098
Math,4700040,4124,54098
Math,4700112,4124,54098
Math,4700113,4124,54098
Math,4700114,4124,54098
Math,4700199,4124,54098
Math,4800074,4884,54135
Math,4800075,4884,54135
Math,4800076,4884,54135
Math,4900091,5082,54340
Math,4900100,5082,54340
Math,4900103,5082,54340
Math,4900112,5082,54340
Math,5000073,4847,54347
Math,5100074,4373,54305
Math,5100075,4373,54305
Math,5100076,4373,54305
Math,5100077,4373,54305
Math,5100078,4373,54305
Math,5100079,4373,54305
Math,5100080,4373,54305
Math,5100081,4373,54305
Math,5100082,4373,54305
Math,5100083,4373,54305
Math,5100084,4373,54305
Math,5100085,4373,54305
Math,5100086,4373,54305
Math,5100087,4373,54305
Math,5100088,4373,54305
Math,5100089,4373,54305
Math,5100090,4372,54304
Math,5100091,4372,54304
Math,5100092,4372,54304
Math,5200589,4541,52113
Math,5200590,4541,52113
Math,5200591,4541,52113
Math,5200592,4541,52113
Math,5200593,4541,52113
Math,5200594,4541,52113
Math,5200595,4541,52113
Math,5200601,4541,52113
Math,5200602,4541,52113
Math,5200603,4541,52113
Math,5200604,4541,52113
Math,5200605,4541,52113
Math,5200608,4541,52113
Math,5200609,4541,52113
Math,5200610,4541,52113
Math,5300075,1604,50309
Math,5300076,1604,50309
Math,5300077,1604,50309
Math,5400083,4079,45430
Math,5400084,4079,45430
Math,5400085,4079,45430
Math,5400086,4079,45430
Math,5400087,4079,45430
Math,5400088,4079,45430
Math,5400089,4079,45430
Math,5400090,4079,45430
Math,5400091,4079,45430
Math,5402478,4079,45430
Math,5402479,4079,45430
Math,5402480,4079,45430
Math,5402481,4079,45430
Math,5402482,4079,45430
Math,5402483,4079,45430
Math,5402484,4079,45430
Math,5402485,4079,45430
Math,5402486,4079,45430
Math,5402487,4079,45430
Math,5402488,4079,45430
Math,5402489,4079,45430
Math,5402490,4079,45430
Math,5402491,4079,45430
Math,5402492,4079,45430
Math,5402493,4079,45430
Math,5500491,2939,45080
Math,5500492,2939,45080
Math,5500493,2939,45080
Math,5500494,2939,45080
Math,5500495,2939,45080
Math,5500496,2939,45080
Math,5500497,2939,45080
Math,5500498,2939,45080
Math,5500499,2939,45080
Math,5500500,2939,45080
Math,5500501,2939,45080
Math,5500502,2939,45080
Math,5500503,2939,45080
Math,5500504,2939,45080
Math,5500505,2939,45080
Math,5500506,2939,45080
Math,5500507,2939,45080
Math,5500508,2939,45080
Math,5500509,2939,45080
Math,5500510,2939,45080
Math,5500511,2939,45080
Math,5500512,2939,45080
Math,5500513,2939,45080
Math,5500514,2939,45080
Math,5500515,2939,45080
Math,5500516,2939,45080
Math,5500517,2939,45080
Math,5500518,2939,45080
Math,5500519,2939,45080
Math,5500520,2939,45080
Math,5500521,2939,45080
Math,5500522,2939,45080
Math,5500523,2939,45080
Math,5500524,2939,45080
Math,5500525,2939,45080
Math,5500526,2939,45080
Math,5500527,2939,45080
Math,5500528,2939,45080
Math,5500529,2939,45080
Math,5500530,2939,45080
Math,5500531,2939,45080
Math,5500532,2939,45080
Math,5500533,2939,45080
Math,5500534,2939,45080
Math,5500535,2939,45080
Math,5500536,2939,45080
Math,5500537,2939,45080
Math,5500538,2939,45080
Math,5500539,2939,45080
Math,5500540,2939,45080
Math,5500541,2939,45080
Math,5500542,2939,45080
Math,5500543,2939,45080
Math,5500544,2939,45080
Math,5500545,2939,45080
Math,5500546,2939,45080
Math,5500547,2939,45080
Math,5500548,2939,45080
Math,5500549,2939,45080
Math,5500550,2939,45080
Math,5500551,2939,45080
Math,5500552,2939,45080
Math,5500553,2939,45080
Math,5500554,2939,45080
Math,5500555,2939,45080
Math,5500556,2939,45080
Math,5500557,2939,45080
Math,5500558,2939,45080
Math,5500559,2939,45080
Math,5500560,2939,45080
Math,5500561,2939,45080
Math,5500562,2939,45080
Math,5500563,2939,45080
Math,5500564,2939,45080
Math,5500565,2939,45080
Math,5500566,2939,45080
Math,5500567,2939,45080
Math,5500568,2939,45080
Math,5500569,2939,45080
Math,5500570,2939,45080
Math,5500571,2939,45080
Math,5500572,2939,45080
Math,5500573,2939,45080
Math,5500574,2939,45080
Math,5500575,2939,45080
Math,5500576,2939,45080
Math,5500577,2939,45080
Math,5500578,2939,45080
Math,5500579,2939,45080
Math,5500580,2939,45080
Math,5500581,2939,45080
Math,5500582,2939,45080
Math,5500583,2939,45080
Math,5500584,2939,45080
Math,5500585,2939,45080
Math,5500586,2939,45080
Math,5500587,2939,45080
Math,5500588,2939,45080
Math,5500589,2939,45080
Math,5500590,2939,45080
Math,5500591,2939,45080
Math,5500592,2939,45080
Math,5500593,2939,45080
Math,5500594,2939,45080
Math,5500595,2939,45080
Math,5500596,2939,45080
Math,5500597,2939,45080
Math,5500598,2939,45080
Math,5500599,2939,45080
Math,5500600,2939,45080
Math,5500601,2939,45080
Math,5500602,2939,45080
Math,5500603,2939,45080
Math,5500604,2939,45080
Math,5500605,2939,45080
Math,5500606,2939,45080
Math,5500607,2939,45080
Math,5500608,2939,45080
Math,5500609,2939,45080
Math,5500610,2939,45080
Math,5500611,2939,45080
Math,5500612,2939,45080
Math,5600100,3855,45065
Math,5600101,3855,45065
Math,5600102,3855,45065
Math,5600103,3855,45065
Math,5600104,3854,45064
Math,5700033,4001,45112
Math,5700034,4001,45112
Math,5800008,4241,44864
Math,5908272,4143,44061
Math,5908273,4143,44061
Math,5908274,4143,44061
Math,5908275,4143,44061
Math,5908276,4143,44061
Math,5908277,4143,44061
Math,5908278,4143,44061
Math,6000047,3249,43599
Math,6000048,3249,43599
Math,6000049,3249,43599
Math,6000050,3249,43599
Math,6000051,3249,43599
Math,6000052,3249,43599
Math,6000053,3249,43599
Math,6000054,3249,43599
Math,6000055,3249,43599
Math,6000056,3249,43599
Math,6000057,3249,43599
Math,6000058,3249,43599
Math,6000059,3249,43599
Math,6000060,3249,43599
Math,6200006,3634,46940
Math,6200007,3634,46940
Math,6200008,3634,46940
Math,6200009,3634,46940
Math,6200010,3634,46940
Math,6200011,3634,46940
Math,6200016,3634,46940
Math,6200017,3634,46940
Math,6200018,3634,46940
Math,6200019,3634,46940
Math,6200020,3634,46940
Math,6200021,3634,46940
Math,6200022,3634,46940
Math,6200023,3634,46940
Math,6200024,3634,46940
Math,6200025,3634,46940
Math,6200026,3634,46940
Math,6200027,3634,46940
Math,6200028,3634,46940
Math,6200029,3634,46940
Math,6300331,2695,43924
Math,6400026,1321,42163
Math,6400033,1321,42163
Math,6400034,1321,42163
Math,6400035,1321,42163
Math,6400036,1320,42162
Math,6400041,1320,42162
Math,6400098,1321,42163
Math,6400099,1321,42163
Math,6400100,1321,42163
Math,6400101,1321,42163
Math,6400102,1320,42162
Math,6400128,1320,42162
Math,6400348,1320,42162
Math,6400349,1320,42162
Math,6400350,1321,42163
Math,6400351,1321,42163
Math,6400352,1321,42163
Math,6400353,1321,42163
Math,6500049,7055,42035
Math,6500050,7055,42035
Math,6500051,7055,42035
Math,6500052,7055,42035
Math,6500059,7055,42035
Math,6500060,7055,42035
Math,6500061,7055,42035
Math,6500062,7055,42035
Math,6500063,7055,42035
Math,6500064,7055,42035
Math,6500065,7055,42035
Math,6500066,7055,42035
Math,6500067,7054,42034
Math,6600014,3329,41713
Math,6600015,3329,41713
Math,6600016,3328,41712
Math,6600020,3329,41713
Math,6600021,3329,41713
Math,6600022,3328,41712
Math,6600023,3329,41713
Math,6600024,3329,41713
Math,6600025,3328,41712
Math,6600026,3329,41713
Math,6600037,3329,41713
Math,6600038,3329,41713
Math,6600039,3329,41713
Math,6600282,3329,41713
Math,6600283,3329,41713
Math,6600284,3329,41713
Math,6600332,3328,41712
Math,6600334,3328,41712
Math,6700006,1263,41312
Math,6700007,1263,41312
Math,6700008,1263,41312
Math,6800003,1176,40757
Math,6800031,1177,40758
Math,6800033,1177,40758
Math,6800107,1177,40758
Math,6800153,1176,40757
Math,6800356,1177,40758
Math,6800357,1177,40758
Math,6800358,1177,40758
Math,6800359,1177,40758
Math,6800386,1177,40758
Math,6900083,6607,40752
Math,6900084,6607,40752
Math,6900085,6607,40752
Math,6900086,6607,40752
Math,6900087,6607,40752
Math,6900088,6607,40752
Math,6900089,6607,40752
Math,6900090,6606,40751
Math,7000010,440,40758
Math,7100140,2291,39990
Math,7100141,2291,39990
Math,7100142,2291,39990
Math,7100143,2291,39990
Math,7100144,2290,39989
Math,7100145,2291,39990
Math,7100146,2291,39990
Math,7100147,2290,39989
Math,7100388,2291,39990
Math,7100389,2291,39990
Math,7100390,2291,39990
Math,7100391,2291,39990
Math,7100392,2290,39989
Math,7100393,2291,39990
Math,7100394,2291,39990
Math,7100395,2290,39989
Math,7300028,705,38818
Math,7300029,705,38818
Math,7300030,705,38818
Math,7400079,9174,39600
Math,7400081,9174,39600
Math,7400082,9174,39600
Math,7400083,9174,39600
Math,7400084,9174,39600
Math,7400085,9174,39600
Math,7400086,9174,39600
Math,7400087,9174,39600
Math,7400088,9174,39600
Math,7400089,9174,39600
Math,7400090,9174,39600
Math,7400091,9174,39600
Math,7400092,9173,39599
Math,7400093,9174,39600
Math,7400094,9174,39600
Math,7400095,9174,39600
Math,7400096,9174,39600
Math,7400097,9174,39600
Math,7400098,9174,39600
Math,7400099,9174,39600
Math,7400100,9174,39600
Math,7400101,9174,39600
Math,7400102,9173,39599
Math,7500045,240,39464
Math,7600085,9372,39464
Math,7600086,9372,39464
Math,7600087,9372,39464
Math,7600088,9372,39464
Math,7600089,9372,39464
Math,7600090,9372,39464
Math,7600091,9372,39464
Math,7600092,9372,39464
Math,7600093,9372,39464
Math,7600094,9372,39464
Math,7600095,9372,39464
Math,7600096,9372,39464
Math,7600097,9372,39464
Math,7600098,9372,39464
Math,7600099,9372,39464
Math,7600100,9372,39464
Math,7600105,9372,39464
Math,7600106,9372,39464
Math,7600107,9372,39464
Math,7600111,9372,39464
Math,7600112,9372,39464
Math,7600113,9372,39464
Math,7600114,9372,39464
Math,7600115,9372,39464
Math,7600116,9372,39464
Math,7600117,9372,39464
Math,7600118,9372,39464
Math,7600150,9372,39464
Math,7600151,9372,39464
Math,7600152,9372,39464
Math,7600153,9372,39464
Math,7600154,9372,39464
Math,7600155,9372,39464
Math,7600156,9372,39464
Math,7600157,9372,39464
Math,7600158,9371,39463
Math,7600209,9372,39464
Math,7600210,9372,39464
Math,7600211,9372,39464
Math,7600212,9372,39464
Math,7600213,9372,39464
Math,7600214,9372,39464
Math,7600215,9372,39464
Math,7600216,9372,39464
Math,7600217,9372,39464
